name,price,unit_price,description,availability,regular_price,discounted_price,discount_percent,discount_type,discount_period,category,market,last_updated
ПУТЕР КОЛАЧИ,51,100 гр = 17.0,MILORD КОЛАЧИ СО,Да,51,,,,,Останато,KAM,2025-04-18
КОЛАЧЕ СО ВКУС,61,100 гр = 20.3,MILORD КОЛАЧИ СО,Да,61,,,,,Останато,KAM,2025-04-18
АЛПИКО ЧОКО,35,100 гр = 58.3,ALPIKO ЧОКО,Да,35,,,,,Останато,KAM,2025-04-18
КРОАСАН 7ДЕЈС,35,100 гр = 43.8,7 DAYS КРОАСАН,Да,35,,,,,Останато,KAM,2025-04-18
РОЛ ВАФЕР,64,100 гр = 27.8,MILORD,Да,64,,,,,Останато,KAM,2025-04-18
БАКЛАВА СО ОРЕВИ,85,100 гр = 18.9,VASIL SLAT,Да,85,,,,,Останато,KAM,2025-04-18
БИСКВИТИ МЕЛЕНИ,85,100 гр = 28.3,MILORD МЕЛЕНИ,Да,85,,,,,Останато,KAM,2025-04-18
ФЛИПС КИНГ,53,100 гр = 26.5,SALUTI КИНГ ФЛИПС,Да,53,,,,,Останато,KAM,2025-04-18
ФЛИПС КИНГ,53,100 гр = 26.5,SALUTI КИНГ ФЛИПС,Да,53,,,,,Останато,KAM,2025-04-18
ДРАЖЕИ,89,100 гр = 98.9,M&M ДРАЖЕИ СО,Да,89,,,,,Останато,KAM,2025-04-18
БИСКВИТ СО,30,100 гр = 22.2,MILORD БИСВИТ СО,Да,30,,,,,Останато,KAM,2025-04-18
РЕСАНА ФРУТИ,34,100 гр = 30.4,VITAMINKA -FRUTTI,Да,34,,,,,Останато,KAM,2025-04-18
"БИСКВИТИ ПУТЕР,",85,100 гр = 28.3,MILORD БИСКВИТ,Да,85,,,,,Останато,KAM,2025-04-18
КОЛАЧ,102,100 гр = 56.7,ETI БРАУНИ,Да,102,,,,,Останато,KAM,2025-04-18
ВАФЛА ДАРК ДАРЕ,30,100 гр = 60.0,ETI - DARE ВАФЛА,Да,30,,,,,Останато,KAM,2025-04-18
ВИНО ЧАРДАК,149,,,Да,149,,,,,Останато,KAM,2025-04-18
ВИНО ЧАРДАК,149,,,Да,149,,,,,Останато,KAM,2025-04-18
ВИНО ЧАРДАК,152,,,Да,152,,,,,Останато,KAM,2025-04-18
ВИНО ЧАРДАК,149,,,Да,149,,,,,Останато,KAM,2025-04-18
КАФЕ ГРАНД ГОЛД,133,100 гр = 66.5,GRAND GOLD КАФЕ,Да,133,,,,,Пијалоци,KAM,2025-04-18
ВИНО БЕЛО,125,,,Да,125,,,,,Останато,KAM,2025-04-18
ВИНО ЦРВЕНО,125,,,Да,125,,,,,Останато,KAM,2025-04-18
ИНСТАНТ КАФЕ,102,,,Да,102,,,,,Пијалоци,KAM,2025-04-18
ВИНО ГРАНДЕ,349,,,Да,349,,,,,Останато,KAM,2025-04-18
СИРУП РИО,80,,,Да,80,,,,,Останато,KAM,2025-04-18
ЛУТЕНИЦА САНИ,169,100 гр = 25.6,SUNNY FANTASY,Да,169,,,,,Останато,KAM,2025-04-18
ПИЈАЛОК ФАНТА,59,,,Да,59,,,,,Пијалоци,KAM,2025-04-18
ПИНЏУР САНИ,139,100 гр = 25.7,SUNNY FANTASY,Да,139,,,,,Останато,KAM,2025-04-18
МОДАР ПАТЛИЏАН,77,100 гр = 25.7,SUNNY FANTASY,Да,77,,,,,Останато,KAM,2025-04-18
ЦИГАРИ,160,,,Да,160,,,,,Останато,KAM,2025-04-18
ЦИГАРИ,160,,,Да,160,,,,,Останато,KAM,2025-04-18
ЦИГАРИ,160,,,Да,160,,,,,Останато,KAM,2025-04-18
ЦИГАРИ,160,,,Да,160,,,,,Останато,KAM,2025-04-18
ФИШФИНГЕР,49,100 гр = 19.6,COLUMBUS,Да,49,,,,,Останато,KAM,2025-04-18
ЧАЈ ЦРН ФИЕСТА,239,100 гр = 59.8,FIESTA ЧАЈ ЦРН,Да,239,,,,,Пијалоци,KAM,2025-04-18
ЧАЈ ФИЛТЕР ЦРН,35,,,Да,35,,,,,Пијалоци,KAM,2025-04-18
ЧАЈ ФИЛТЕР,35,,,Да,35,,,,,Пијалоци,KAM,2025-04-18
ФИЛТЕР ЧАЈ,35,,,Да,35,,,,,Пијалоци,KAM,2025-04-18
ЛИКЕР ОД БИЛКИ,269,,,Да,269,,,,,Останато,KAM,2025-04-18
ВИСКИ ГЛЕН,429,,,Да,429,,,,,Останато,KAM,2025-04-18
ВИСКИ ГЛЕН,529,,,Да,529,,,,,Останато,KAM,2025-04-18
КАФЕ ФИЕСТА,99,100 гр = 49.5,FIESTA КАФЕ,Да,99,,,,,Пијалоци,KAM,2025-04-18
КАФЕ ФИЕСТА,235,100 гр = 47.0,FIESTA КАФЕ,Да,235,,,,,Пијалоци,KAM,2025-04-18
КАФЕ ФИЕСТА,92,100 гр = 46.0,FIESTA КАФЕ,Да,92,,,,,Пијалоци,KAM,2025-04-18
ПИЈАЛОК ДЕТСКИ,35,,,Да,35,,,,,Пијалоци,KAM,2025-04-18
ПИЈАЛОК ДЕТСКИ,35,,,Да,35,,,,,Пијалоци,KAM,2025-04-18
ПИЈАЛОК,30,,,Да,30,,,,,Пијалоци,KAM,2025-04-18
НЕСКАФЕ ГОЛД 75,215,100 гр = 286.7,NESCAFE GOLD,Да,215,,,,,Пијалоци,KAM,2025-04-18
ПИВО СВЕТЛО,39,,,Да,39,,,,,Останато,KAM,2025-04-18
ПИВО ИМПЕРИЈАЛ,63,,,Да,63,,,,,Останато,KAM,2025-04-18
ПИВО ЦРВЕНО,63,,,Да,63,,,,,Останато,KAM,2025-04-18
ВОДА ГАЗИРАНА,23,,,Да,23,,,,,Пијалоци,KAM,2025-04-18
ВОДА ГАЗИРАНА,17,,,Да,17,,,,,Пијалоци,KAM,2025-04-18
ВОДА НЕГАЗИРАНА,22,,,Да,22,,,,,Пијалоци,KAM,2025-04-18
ВОДА НЕГАЗИРАНА,17,,,Да,17,,,,,Пијалоци,KAM,2025-04-18
ВОДА ГАЗИРАНА,25,,,Да,25,,,,,Пијалоци,KAM,2025-04-18
ВОДА НЕГАЗИРАНА,20,,,Да,20,,,,,Пијалоци,KAM,2025-04-18
КЕЧАП ЛЕ БОН,64,,,Да,64,,,,,Останато,KAM,2025-04-18
КЕЧАП ЛЕ БОН ЛУТ,64,,,Да,64,,,,,Останато,KAM,2025-04-18
КЕЧАП ЛЕ БОН,64,,,Да,64,,,,,Останато,KAM,2025-04-18
КЕЧАП ХАИНЦ 395,69,100 гр = 15.3,HEINZ КЕЧАП ОД,Да,69,,,,,Останато,KAM,2025-04-18
КЕЧАП БЛАГ ЛЕ,10,,,Да,10,,,,,Останато,KAM,2025-04-18
СОС ЗА БОЛОЊЕЗЕ,142,100 гр = 28.4,HEINZ СОС ЗА,Да,142,,,,,Останато,KAM,2025-04-18
ЕКСТРА ПИЛЕШКИ,137,100 гр = 21.1,PERUTNINA PTUJ,Да,137,,,,,Останато,KAM,2025-04-18
ДРЕСИНГ ДЕВЕЛЕЈ,82,,,Да,82,,,,,Останато,KAM,2025-04-18
ЧАЈ ФИЛТЕР УВЕ,80,,,Да,80,,,,,Пијалоци,KAM,2025-04-18
ЧАЈ ФИЛТЕР,105,,,Да,105,,,,,Пијалоци,KAM,2025-04-18
КАФЕ ИНСТАНТ,179,100 гр = 89.5,FIESTA ИНСТАНТ,Да,179,,,,,Пијалоци,KAM,2025-04-18
ЧАЈ ФИЛТЕР,119,,,Да,119,,,,,Пијалоци,KAM,2025-04-18
ЧАЈ ФИЛТЕР ЗЕЛЕН,119,,,Да,119,,,,,Пијалоци,KAM,2025-04-18
ЧАЈ ФИЛТЕР,119,,,Да,119,,,,,Пијалоци,KAM,2025-04-18
ОВЕСНА КАША СО,29,100 гр = 46.8,DR.OETKER ОВЕСНА,Да,29,,,,,Останато,KAM,2025-04-18
ОВЕСНА КАША СО,29,100 гр = 46.8,DR.OETKER ОВЕСНА,Да,29,,,,,Останато,KAM,2025-04-18
РАКИЈА ЛОЗОВА,169,,,Да,169,,,,,Останато,KAM,2025-04-18
ВИНО БЕЛО,539,,,Да,539,,,,,Останато,KAM,2025-04-18
ИНДИСКИ ОРЕВ,68,100 гр = 68.0,SALUTI ИНДИСКИ,Да,68,,,,,Останато,KAM,2025-04-18
ГРАВ ЦРВЕН ВО,72,100 гр = 18.0,SUNNY FANTASY,Да,72,,,,,Останато,KAM,2025-04-18
ГРАВ БЕЛ ВО,72,100 гр = 18.0,SUNNY FANTASY,Да,72,,,,,Останато,KAM,2025-04-18
КАФЕ ЕСПРЕСО,239,100 гр = 95.6,FIESTA КАФЕ,Да,239,,,,,Пијалоци,KAM,2025-04-18
ФИЕСТА ИНСТ.,88,100 гр = 17.6,FIESTA ИНСТАНТ,Да,88,,,,,Останато,KAM,2025-04-18
ФИЕСТА ИНСТ.,88,100 гр = 17.6,FIESTA ИНСТАНТ,Да,88,,,,,Останато,KAM,2025-04-18
МАСЛО,85,,,Да,85,,,,,Останато,KAM,2025-04-18
МАСЛО ЛЕНЕНО,114,,,Да,114,,,,,Останато,KAM,2025-04-18
СОДА БИКАРБОНА,34,100 гр = 6.8,OMA СОДА,Да,34,,,,,Останато,KAM,2025-04-18
КАФЕ РИО БРАВО,125,100 гр = 62.5,RIO BRAVO КАФЕ,Да,125,,,,,Пијалоци,KAM,2025-04-18
СОК ЦЕДЕН ОД,192,,,Да,192,,,,,Пијалоци,KAM,2025-04-18
УЗО ПЛУМАРИ,539,,,Да,539,,,,,Останато,KAM,2025-04-18
ВИНО БЕЛО,173,,,Да,173,,,,,Останато,KAM,2025-04-18
ВИНО ЦРВЕНО,152,,,Да,152,,,,,Останато,KAM,2025-04-18
СОЛ ТУЗЛАНСКА,38,100 гр = 9.5,GUSTO СОЛ,Да,38,,,,,Останато,KAM,2025-04-18
СОЛ ХИМАЛАЈСКА,31,100 гр = 12.4,GUSTO СОЛ,Да,31,,,,,Останато,KAM,2025-04-18
СОЛ МОРСКА,14,100 гр = 1.4,GUSTO СОЛ СИТНА,Да,14,,,,,Останато,KAM,2025-04-18
БИБЕР МЕЛЕН КЕСА,44,100 гр = 88.0,GUSTO БИБЕР,Да,44,,,,,Останато,KAM,2025-04-18
КАРИ МИКС ТЕГЛА,85,100 гр = 188.9,GUSTO КАРИ МИКС,Да,85,,,,,Останато,KAM,2025-04-18
БИБЕР ГУСТО,110,100 гр = 183.3,GUSTO БИБЕР,Да,110,,,,,Останато,KAM,2025-04-18
ЗАЧИН НАТУРАЛ,34,100 гр = 17.0,GUSTO ЗАЧИН,Да,34,,,,,Останато,KAM,2025-04-18
ЗАЧИН ГУСТО 1КГ,77,,,Да,77,,,,,Останато,KAM,2025-04-18
МАСЛИ.ЗЕЛЕНА,49,100 гр = 54.4,FOS МАСЛИНКИ,Да,49,,,,,Останато,KAM,2025-04-18
МАСЛИН.КАЛАМА,35,100 гр = 38.9,FOS МАСЛИНКИ,Да,35,,,,,Останато,KAM,2025-04-18
СОК ПОРТОКАЛ,209,,,Да,209,,,,,Пијалоци,KAM,2025-04-18
ВИНО БЕЛО К.Р,163,,,Да,163,,,,,Останато,KAM,2025-04-18
ВИНО ЦРВЕНО,236,,,Да,236,,,,,Останато,KAM,2025-04-18
ВИНО ЦРВЕНО,158,,,Да,158,,,,,Останато,KAM,2025-04-18
ЧАЈ ФИЛ.ЦРН,119,,,Да,119,,,,,Пијалоци,KAM,2025-04-18
ГРАШОК,36,100 гр = 13.8,SUNNY FANTASY,Да,36,,,,,Останато,KAM,2025-04-18
ПИЈАЛОК ГАЗИРАН,43,,,Да,43,,,,,Пијалоци,KAM,2025-04-18
ПИЈАЛОК АЛОЕ,79,,,Да,79,,,,,Пијалоци,KAM,2025-04-18
ПИЈАЛОК АЛОЕ,79,,,Да,79,,,,,Пијалоци,KAM,2025-04-18
ИНСТАНТ НАПИТОК,309,100 гр = 34.3,CEDEVITA ИНСТАНТ,Да,309,,,,,Останато,KAM,2025-04-18
ИНСТАНТ НАПИТОК,309,100 гр = 34.3,CEDEVITA ИНСТАНТ,Да,309,,,,,Останато,KAM,2025-04-18
ОРГАНСКИ СИРОВИ,65,100 гр = 65.0,VITA ОРГАНСКИ,Да,65,,,,,Останато,KAM,2025-04-18
СИРОВИ,65,100 гр = 65.0,VITA,Да,65,,,,,Останато,KAM,2025-04-18
БЕЛО ВИНО,152,,,Да,152,,,,,Останато,KAM,2025-04-18
ПЧЕНКА ПЕЧЕНА,53,100 гр = 26.5,SALUTI ПЧЕНКА,Да,53,,,,,Останато,KAM,2025-04-18
ЛЕДЕН ЧАЈ ПРАСКА,34,,,Да,34,,,,,Пијалоци,KAM,2025-04-18
ЛЕДЕН ЧАЈ ЛИМОН,34,,,Да,34,,,,,Пијалоци,KAM,2025-04-18
ПЧЕНКА ШЕЌЕРАЦ,79,100 гр = 19.8,HUERCASA ПЧЕНКА,Да,79,,,,,Останато,KAM,2025-04-18
ПИРЕ ИНСТАНТ ОД,57,100 гр = 25.2,GUSTO ИНСТАНТ,Да,57,,,,,Останато,KAM,2025-04-18
ВИНО РОЗЕ,242,,,Да,242,,,,,Останато,KAM,2025-04-18
ПУТЕР ОД ЛЕШНИК,165,100 гр = 91.7,AMIA ПУТЕР КРЕМ,Да,165,,,,,Останато,KAM,2025-04-18
КРОФНИ СО ЧОКО,89,,,Да,89,,,,,Останато,KAM,2025-04-18
ТЕСТО ЗА ТОРТА,135,100 гр = 19.3,OMA ТЕСТО ЗА,Да,135,,,,,Слатки и бонбони,KAM,2025-04-18
ТЕСТО ЗА ТОРТА,135,100 гр = 19.3,OMA ТЕСТО ЗА,Да,135,,,,,Слатки и бонбони,KAM,2025-04-18
ТРИЛЕЧЕ ТОРТА,129,100 гр = 32.3,MC ROBIN ТРИЛЕЧЕ,Да,129,,,,,Слатки и бонбони,KAM,2025-04-18
ВАФЛА КНООПЕРС,22,100 гр = 8.8,KNOPPERS ВАФЛА,Да,22,,,,,Останато,KAM,2025-04-18
БОНБ. ЛИНДТ,289,100 гр = 144.5,LINDT LINDOR,Да,339,,,,,Останато,KAM,2025-04-18
ХРАНА ЗА МАЧЕ,25,,,Да,25,,,,,Храна за миленици,KAM,2025-04-18
ХРАНА ЗА МАЧЕ,25,,,Да,25,,,,,Храна за миленици,KAM,2025-04-18
ХРАНА КУЧЕ,49,100 гр = 16.3,JEDEN TAG ХРАНА,Да,49,,,,,Останато,KAM,2025-04-18
ХРАНА КУЧЕ,49,100 гр = 16.3,JEDEN TAG ХРАНА,Да,49,,,,,Останато,KAM,2025-04-18
БАР ЛЕШНИК И,23,100 гр = 65.7,VITALIA БАР,Да,23,,,,,Останато,KAM,2025-04-18
БАР ОРИЗОВ ЧОКО,17,100 гр = 94.4,BENLIAN ОРИЗОВ,Да,17,,,,,Останато,KAM,2025-04-18
РИЖОТО СО МИКС,99,100 гр = 49.5,РИЖОТО СО МИКС,Да,99,,,,,Останато,KAM,2025-04-18
ВИНО ЦРВЕНО,381,,,Да,381,,,,,Останато,KAM,2025-04-18
БИСКВИТИ ЏИЏИ,123,100 гр = 30.8,"ETI БИСКВИТ ,",Да,123,,,,,Останато,KAM,2025-04-18
СУСАМОВ БАР,36,100 гр = 52.2,VITA СУСАМОВ БАР,Да,36,,,,,Останато,KAM,2025-04-18
САЛАТА МЕКСИКАН,79,100 гр = 32.9,SUNNY FANTASY,Да,79,,,,,Останато,KAM,2025-04-18
КОКТЕЛ СО,45,,,Да,45,,,,,Останато,KAM,2025-04-18
ЛЕДЕН ЧАЈ БРУС.,79,,,Да,79,,,,,Пијалоци,KAM,2025-04-18
ПИВО СВЕТЛО,56,,,Да,56,,,,,Останато,KAM,2025-04-18
ЛЕДЕН ЧАЈ ПРАСКА,79,,,Да,79,,,,,Пијалоци,KAM,2025-04-18
ПИЈАЛОК ГАЗИРАН,74,,,Да,74,,,,,Пијалоци,KAM,2025-04-18
ВИНО ЦРВЕНО,152,,,Да,152,,,,,Останато,KAM,2025-04-18
ВИНО БЕЛО,152,,,Да,152,,,,,Останато,KAM,2025-04-18
ВИНО БЕЛО,152,,,Да,152,,,,,Останато,KAM,2025-04-18
Ф‘СТАЦИ САЛУТИ,97,100 гр = 97.0,SALUTI ФСТАК,Да,97,,,,,Останато,KAM,2025-04-18
ОВОШЕН НЕКТАР,85,,,Да,85,,,,,Останато,KAM,2025-04-18
ОВОШЕН НЕКТАР,93,,,Да,93,,,,,Останато,KAM,2025-04-18
ЏИН ГОРДОНС,829,,,Да,829,,,,,Останато,KAM,2025-04-18
КРЕМА ЗА,215,,,Да,215,,,,,Слатки и бонбони,KAM,2025-04-18
ТАБЛЕТЕН,68,,,Да,68,,,,,Останато,KAM,2025-04-18
МЛЕКО ОВЕСНО,85,,,Да,85,,,,,Млеко и млечни производи,KAM,2025-04-18
ТАБЛЕТИ ШУМ.,47,,,Да,47,,,,,Останато,KAM,2025-04-18
ТАБЛЕТИ ШУМ.,47,,,Да,47,,,,,Останато,KAM,2025-04-18
ТАБЛЕТИ ШУМ.,47,,,Да,47,,,,,Останато,KAM,2025-04-18
ТАБЛЕТИ ШУМ.,47,,,Да,47,,,,,Останато,KAM,2025-04-18
ЈАГНЕШКО МЕСО,635,,,Да,635,,,,,Месо и месни производи,KAM,2025-04-18
ПИЛЕШКИ КОРДОН,285,100 гр = 57.0,PERUTNINA PTUJ,Да,285,,,,,Останато,KAM,2025-04-18
ПЕЧЕНИ ПИЛЕШКИ,305,100 гр = 40.7,PERUTNINA PTUJ,Да,305,,,,,Останато,KAM,2025-04-18
ТОРТИЉИ ГУСТО,62,100 гр = 15.9,GUSTO ТОРТИЉИ,Да,62,,,,,Слатки и бонбони,KAM,2025-04-18
ТОРТИЉА,67,100 гр = 17.2,GUSTO ИТЕГРАЛНИ,Да,67,,,,,Слатки и бонбони,KAM,2025-04-18
КОЛАЧИ,53,100 гр = 23.0,MILORD,Да,53,,,,,Останато,KAM,2025-04-18
ЧИПС КЛАСИК,47,100 гр = 31.3,SALUTI ЧИПС,Да,47,,,,,Останато,KAM,2025-04-18
ДЕО СПРЕЈ ДОВЕ,145,,,Да,145,,,,,Останато,KAM,2025-04-18
ЧИПС ПЕКАРСКИ,49,100 гр = 32.7,SALUTI ЧИПС,Да,49,,,,,Хлеб и пекарски производи,KAM,2025-04-18
ГУРАБИЈА СО,75,100 гр = 18.8,ГУРАБИЈА СО,Да,75,,,,,Останато,KAM,2025-04-18
СУРИМИ,72,100 гр = 28.8,VICI СУРИМИ,Да,72,,,,,Останато,KAM,2025-04-18
ОВЕСНИ СНЕГУЛКИ,39,100 гр = 7.8,VITA ОВЕСНИ,Да,39,,,,,Останато,KAM,2025-04-18
ОВЕСНИ СНЕГУЛКИ,39,100 гр = 7.8,VITA ОВЕСНИ,Да,39,,,,,Останато,KAM,2025-04-18
ПОЛУМЕСЕЧИНКИ,69,100 гр = 27.6,PASTIFICIO DAVENA,Да,69,,,,,Останато,KAM,2025-04-18
РАВИОЛИ СО,69,100 гр = 27.6,PASTIFICIO DAVENA,Да,69,,,,,Останато,KAM,2025-04-18
ТОРТЕЛИНИ СО,69,100 гр = 27.6,PASTIFICIO DAVENA,Да,69,,,,,Слатки и бонбони,KAM,2025-04-18
ЧЕТКА ЗА ЗАБИ,47,,,Да,47,,,,,Останато,KAM,2025-04-18
ЧЕТКА ЗА ЗАБИ,39,,,Да,39,,,,,Останато,KAM,2025-04-18
ТОАЛЕТ,179,,,Да,179,,,,,Останато,KAM,2025-04-18
САЛФЕТИ РОЛЕТИ,16,,,Да,16,,,,,Останато,KAM,2025-04-18
ТОАЛ.ХАРТ 10/1,99,,,Да,99,,,,,Останато,KAM,2025-04-18
КУЈН.БРИСАЧ 2/1,36,,,Да,36,,,,,Останато,KAM,2025-04-18
САЛФЕТИ 33*33,39,,,Да,39,,,,,Останато,KAM,2025-04-18
БОЈА ЗА КОСА,179,,,Да,179,,,,,Останато,KAM,2025-04-18
БОЈА ЗА КОСА,179,,,Да,179,,,,,Останато,KAM,2025-04-18
БОЈА ЗА КОСА,179,,,Да,179,,,,,Останато,KAM,2025-04-18
БОЈА ЗА КОСА,179,,,Да,179,,,,,Останато,KAM,2025-04-18
БОЈА ЗА КОСА,179,,,Да,179,,,,,Останато,KAM,2025-04-18
ВЦ ГЕЛ,75,,,Да,75,,,,,Останато,KAM,2025-04-18
ВЦ ГЕЛ,75,,,Да,75,,,,,Останато,KAM,2025-04-18
РОЛ ОН ЗА ЖЕНИ,119,,,Да,119,,,,,Останато,KAM,2025-04-18
РОЛ ОН ЗА МАЖИ,119,,,Да,119,,,,,Останато,KAM,2025-04-18
КРЕМ ОД,93,100 гр = 23.3,ALPIKO КРЕМ ОД,Да,93,,,,,Слатки и бонбони,KAM,2025-04-18
ОВОШЕН ФИЛ ОД,109,100 гр = 21.8,OMA ФИЛ ОВОШЕН,Да,109,,,,,Останато,KAM,2025-04-18
КРЕМ БЕЗ,117,100 гр = 58.5,ALPIKO КРЕМ БЕЗ,Да,117,,,,,Слатки и бонбони,KAM,2025-04-18
ЊОКИ РЕГИА 500ГР,78,100 гр = 15.6,REGGIA ЊОКИ СО,Да,78,,,,,Останато,KAM,2025-04-18
СОС БОЛОЊЕЗЕ,103,,,Да,103,,,,,Останато,KAM,2025-04-18
МАЈОНЕЗ ЛЕ БОН,16,,,Да,16,,,,,Останато,KAM,2025-04-18
МАЈОНЕЗ КАРИ ЛЕ,85,,,Да,85,,,,,Останато,KAM,2025-04-18
ЦРВЕН ПИПЕР,79,100 гр = 79.0,ALEVA ЦРВЕН ПИПЕР,Да,79,,,,,Овошје и зеленчук,KAM,2025-04-18
АРОНИЈА,54,100 гр = 18.0,SUNNY FANTASY,Да,54,,,,,Останато,KAM,2025-04-18
ВИШНА ЗАМРЗНАТА,62,100 гр = 20.7,SUNNY FANTASY,Да,62,,,,,Останато,KAM,2025-04-18
МАЈОНЕЗ ТОМИ,120,,,Да,120,,,,,Останато,KAM,2025-04-18
КАФЕ,199,100 гр = 199.0,FIESTA КАФЕ,Да,199,,,,,Пијалоци,KAM,2025-04-18
ЛИМЕТА ДРЕСИНГ,32,,,Да,32,,,,,Останато,KAM,2025-04-18
КАРАНФИЛЧЕ,30,100 гр = 150.0,GUSTO,Да,30,,,,,Останато,KAM,2025-04-18
ПОСЕБНА,187,100 гр = 23.4,PERUTNINA PTUJ,Да,187,,,,,Останато,KAM,2025-04-18
КОПАН СО,214,,,Да,214,,,,,Останато,KAM,2025-04-18
ПИЈАЛОК ФРУКТАЛ,20,,,Да,20,,,,,Пијалоци,KAM,2025-04-18
ИНСТАНТ КАФЕ 2,88,100 гр = 48.9,FIESTA КАФЕ,Да,88,,,,,Пијалоци,KAM,2025-04-18
МАСТИКИ ОРБИТ,36,,,Да,36,,,,,Останато,KAM,2025-04-18
ВИНО РОЗЕ ГРАНДЕ,125,,,Да,125,,,,,Останато,KAM,2025-04-18
ПИВО СВЕТЛО,82,,,Да,82,,,,,Останато,KAM,2025-04-18
КОРНЕТИ ЗА,95,,,Да,95,,,,,Останато,KAM,2025-04-18
КОРНЕТИ ЗА,39,,,Да,39,,,,,Останато,KAM,2025-04-18
СМЕСА ЗА,69,100 гр = 19.7,СМЕСА ЗА,Да,69,,,,,Останато,KAM,2025-04-18
ТОРТИЉИ СПАНАЌ,77,100 гр = 19.7,THE BAKING,Да,77,,,,,Слатки и бонбони,KAM,2025-04-18
СЛАДОЛЕД КАРАМ,145,,,Да,145,,,,,Останато,KAM,2025-04-18
СЛАДОЛЕД КАФЕ,145,,,Да,145,,,,,Пијалоци,KAM,2025-04-18
ЏИН ПИНК,899,,,Да,899,,,,,Останато,KAM,2025-04-18
МАРАМЧИЊА,69,,,Да,69,,,,,Останато,KAM,2025-04-18
МАРМАЛАД МЕШАН,90,100 гр = 10.0,AMIA,Да,90,,,,,Останато,KAM,2025-04-18
МАРМАЛАД ШИПКА,93,100 гр = 11.2,AMIA МАРМАЛАД,Да,93,,,,,Останато,KAM,2025-04-18
МАСЛИНКА ЦРНА,109,100 гр = 21.8,SUNNY FANTASY,Да,109,,,,,Останато,KAM,2025-04-18
МАСЛИНКА,96,100 гр = 19.2,SUNNY FANTASY,Да,96,,,,,Останато,KAM,2025-04-18
ПАСТА ОД,79,100 гр = 43.9,SUNNY FANTASY,Да,79,,,,,Останато,KAM,2025-04-18
ПАСТА ОД ЗЕЛЕНА,75,100 гр = 41.7,SUNNY FANTASY,Да,75,,,,,Останато,KAM,2025-04-18
ВИСКИ ДАНСТОН,99,,,Да,99,,,,,Останато,KAM,2025-04-18
ЏИН ДРАЈ ЕРЛ,89,,,Да,89,,,,,Останато,KAM,2025-04-18
ВОДКА ПРИМАКОВ,89,,,Да,89,,,,,Останато,KAM,2025-04-18
ПИЈАЛОК ФРУКТАЛ,20,,,Да,20,,,,,Пијалоци,KAM,2025-04-18
СЕМКИ ОД ТИКВА,45,100 гр = 45.0,SALUTI СЕМКИ,Да,45,,,,,Останато,KAM,2025-04-18
ПИЈАЛОК ФРУКТАЛ,23,,,Да,23,,,,,Пијалоци,KAM,2025-04-18
НАНЕ ЗАЧИН ГУСТО,18,100 гр = 45.0,GUSTO ЗАЧИН НАНЕ,Да,18,,,,,Останато,KAM,2025-04-18
МАСЛИНОВО,439,,,Да,439,,,,,Останато,KAM,2025-04-18
ЏЕМ ЈАГОДА АМИА,69,100 гр = 17.3,AMIA ЏЕМ ЈАГОДА,Да,69,,,,,Останато,KAM,2025-04-18
ЏЕМ МАЛИНА,91,100 гр = 22.8,AMIA ЏЕМ МАЛИНА,Да,91,,,,,Останато,KAM,2025-04-18
ЏЕМ ШУМСКО,85,100 гр = 21.3,AMIA ЏЕМ ШУМСКО,Да,85,,,,,Останато,KAM,2025-04-18
МАСТИКА,209,,,Да,209,,,,,Останато,KAM,2025-04-18
СУПА ПИЛЕШКА,10,100 гр = 20.0,GUSTO СУПА,Да,10,,,,,Останато,KAM,2025-04-18
СУПА ГОВЕДСКА,10,100 гр = 20.0,GUSTO СУПА,Да,10,,,,,Останато,KAM,2025-04-18
СУПА ПОСНА,11,100 гр = 22.0,GUSTO СУПА ПОСНА,Да,11,,,,,Останато,KAM,2025-04-18
БУРГЕР СОС ТОМИ,93,100 гр = 42.3,THOMY СОС ЗА,Да,93,,,,,Останато,KAM,2025-04-18
